"","AccuracyVal","Recorder","Features","N.cluster","N.Individual","NMI.val"
"Accuracy39",0.527896995708155,"M2","wav2vec2",9,12,0.45859243296664
"Accuracy40",0.392241379310345,"M3","wav2vec2",9,12,0.459733101641045
"Accuracy41",0.379310344827586,"M3","wav2vec2",9,12,0.466007490993243
"Accuracy42",0.443965517241379,"M3","wav2vec2",8,12,0.438002817809312
"Accuracy43",0.439655172413793,"M3","wav2vec2",8,12,0.440340155258755
"Accuracy44",0.418103448275862,"M3","wav2vec2",8,12,0.443459350942216
"Accuracy45",0.448275862068966,"M3","wav2vec2",8,12,0.445402065811383
"Accuracy46",0.392241379310345,"M3","wav2vec2",8,12,0.447922130879223
"Accuracy47",0.46551724137931,"M3","wav2vec2",9,12,0.457193242762177
"Accuracy48",0.461206896551724,"M3","wav2vec2",8,12,0.441907025557672
"Accuracy49",0.482758620689655,"M3","wav2vec2",8,12,0.436716526783394
"Accuracy50",0.400862068965517,"M3","wav2vec2",9,12,0.46211245495156
"Accuracy51",0.405172413793103,"M3","wav2vec2",8,12,0.437678284867547
"Accuracy52",0.336206896551724,"M3","wav2vec2",8,12,0.450005423091362
"Accuracy53",0.375,"M3","wav2vec2",7,12,0.442707603601081
"Accuracy54",0.40948275862069,"M3","wav2vec2",8,12,0.455080159868427
"Accuracy55",0.413793103448276,"M3","wav2vec2",9,12,0.455890858725084
"Accuracy56",0.413793103448276,"M3","wav2vec2",8,12,0.446705266435926
"Accuracy57",0.396551724137931,"M3","wav2vec2",8,12,0.444854220643657
"Accuracy58",0.469827586206897,"M3","wav2vec2",8,12,0.446965681124462
"Accuracy59",0.422413793103448,"M3","wav2vec2",8,12,0.443594597047425
"Accuracy60",0.429184549356223,"M4","wav2vec2",7,12,0.441225341006582
"Accuracy61",0.420600858369099,"M4","wav2vec2",8,12,0.441816783693624
"Accuracy62",0.416309012875536,"M4","wav2vec2",8,12,0.451724514425615
"Accuracy63",0.463519313304721,"M4","wav2vec2",8,12,0.449343429967999
"Accuracy64",0.489270386266094,"M4","wav2vec2",7,12,0.431534084098536
"Accuracy65",0.420600858369099,"M4","wav2vec2",7,12,0.438226951018354
"Accuracy66",0.412017167381974,"M4","wav2vec2",8,12,0.449667387532522
"Accuracy67",0.459227467811159,"M4","wav2vec2",8,12,0.452061445254999
"Accuracy68",0.472103004291845,"M4","wav2vec2",7,12,0.433595408885281
"Accuracy69",0.467811158798283,"M4","wav2vec2",8,12,0.449717461681537
"Accuracy70",0.424892703862661,"M4","wav2vec2",7,12,0.435898341330019
"Accuracy71",0.459227467811159,"M4","wav2vec2",9,12,0.456357563036741
"Accuracy72",0.446351931330472,"M4","wav2vec2",7,12,0.436473057680952
"Accuracy73",0.386266094420601,"M4","wav2vec2",8,12,0.451710768463474
"Accuracy74",0.399141630901288,"M4","wav2vec2",8,12,0.44890447468078
"Accuracy75",0.446351931330472,"M4","wav2vec2",7,12,0.440398409334011
"Accuracy76",0.416309012875536,"M4","wav2vec2",8,12,0.445365166429227
"Accuracy77",0.399141630901288,"M4","wav2vec2",9,12,0.461861838424276
"Accuracy78",0.493562231759657,"M4","wav2vec2",7,12,0.434013541519435
"Accuracy79",0.433476394849785,"M4","wav2vec2",7,12,0.432721255761094
"Accuracy80",0.394849785407725,"M5","wav2vec2",9,12,0.465508084914504
"Accuracy81",0.386266094420601,"M5","wav2vec2",8,12,0.45284069384494
"Accuracy82",0.437768240343348,"M5","wav2vec2",8,12,0.450879287086686
"Accuracy83",0.416309012875536,"M5","wav2vec2",9,12,0.455424968343042
"Accuracy84",0.394849785407725,"M5","wav2vec2",9,12,0.45655721785488
"Accuracy85",0.420600858369099,"M5","wav2vec2",8,12,0.441465225957493
"Accuracy86",0.394849785407725,"M5","wav2vec2",8,12,0.453082451705649
"Accuracy87",0.343347639484979,"M5","wav2vec2",9,12,0.459963239250741
"Accuracy88",0.399141630901288,"M5","wav2vec2",8,12,0.445280695354297
"Accuracy89",0.44206008583691,"M5","wav2vec2",9,12,0.45926446823186
"Accuracy90",0.424892703862661,"M5","wav2vec2",8,12,0.444031139046231
"Accuracy91",0.390557939914163,"M5","wav2vec2",9,12,0.464398819477726
"Accuracy92",0.40343347639485,"M5","wav2vec2",9,12,0.461966659969807
"Accuracy93",0.386266094420601,"M5","wav2vec2",9,12,0.459741351269353
"Accuracy94",0.424892703862661,"M5","wav2vec2",8,12,0.442425792169974
"Accuracy95",0.459227467811159,"M5","wav2vec2",8,12,0.445179402543799
"Accuracy96",0.412017167381974,"M5","wav2vec2",8,12,0.442651503447106
"Accuracy97",0.373390557939914,"M5","wav2vec2",8,12,0.448888067628511
"Accuracy98",0.44206008583691,"M5","wav2vec2",8,12,0.437060056184716
"Accuracy99",0.429184549356223,"M5","wav2vec2",8,12,0.448581339253476
"Accuracy100",0.36480686695279,"M6","wav2vec2",8,12,0.450301531436714
"Accuracy101",0.416309012875536,"M6","wav2vec2",8,12,0.446092755429702
"Accuracy102",0.437768240343348,"M6","wav2vec2",9,12,0.447463219800419
"Accuracy103",0.399141630901288,"M6","wav2vec2",8,12,0.441729886915639
"Accuracy104",0.390557939914163,"M6","wav2vec2",8,12,0.443840594421121
"Accuracy105",0.40343347639485,"M6","wav2vec2",8,12,0.441465225957493
"Accuracy106",0.412017167381974,"M6","wav2vec2",8,12,0.44582074506985
"Accuracy107",0.377682403433476,"M6","wav2vec2",8,12,0.444373867945245
"Accuracy108",0.424892703862661,"M6","wav2vec2",8,12,0.445280695354297
"Accuracy109",0.424892703862661,"M6","wav2vec2",8,12,0.443079475884054
"Accuracy110",0.429184549356223,"M6","wav2vec2",8,12,0.444031139046231
"Accuracy111",0.420600858369099,"M6","wav2vec2",8,12,0.45132821958623
"Accuracy112",0.416309012875536,"M6","wav2vec2",8,12,0.448163511454659
"Accuracy113",0.399141630901288,"M6","wav2vec2",8,12,0.445752010944419
"Accuracy114",0.424892703862661,"M6","wav2vec2",8,12,0.442425792169974
"Accuracy115",0.433476394849785,"M6","wav2vec2",8,12,0.445179402543799
"Accuracy116",0.420600858369099,"M6","wav2vec2",8,12,0.442651503447106
"Accuracy117",0.40343347639485,"M6","wav2vec2",8,12,0.448888067628511
"Accuracy118",0.433476394849785,"M6","wav2vec2",8,12,0.440868211034588
"Accuracy119",0.40343347639485,"M6","wav2vec2",8,12,0.448581339253476
"Accuracy120",0.337837837837838,"M7","wav2vec2",8,12,0.450958420951642
"Accuracy121",0.364864864864865,"M7","wav2vec2",7,12,0.44180048591751
"Accuracy122",0.369369369369369,"M7","wav2vec2",7,12,0.43956038785224
"Accuracy123",0.427927927927928,"M7","wav2vec2",8,12,0.441696387591889
"Accuracy124",0.423423423423423,"M7","wav2vec2",8,12,0.435410248315117
"Accuracy125",0.427927927927928,"M7","wav2vec2",7,12,0.427498944966881
"Accuracy126",0.427927927927928,"M7","wav2vec2",8,12,0.439964164107513
"Accuracy127",0.36036036036036,"M7","wav2vec2",7,12,0.439063994571392
"Accuracy128",0.477477477477477,"M7","wav2vec2",8,12,0.439840103651149
"Accuracy129",0.405405405405405,"M7","wav2vec2",9,12,0.453400073043381
"Accuracy130",0.391891891891892,"M7","wav2vec2",7,12,0.438416065833872
"Accuracy131",0.396396396396396,"M7","wav2vec2",8,12,0.448570607920378
"Accuracy132",0.418918918918919,"M7","wav2vec2",7,12,0.44019005981812
"Accuracy133",0.337837837837838,"M7","wav2vec2",9,12,0.454780115198971
"Accuracy134",0.427927927927928,"M7","wav2vec2",7,12,0.433717174776716
"Accuracy135",0.373873873873874,"M7","wav2vec2",8,12,0.447125005211155
"Accuracy136",0.436936936936937,"M7","wav2vec2",7,12,0.437525328780267
"Accuracy137",0.387387387387387,"M7","wav2vec2",7,12,0.434241672961582
"Accuracy138",0.445945945945946,"M7","wav2vec2",7,12,0.436720219932014
"Accuracy139",0.369369369369369,"M7","wav2vec2",8,12,0.451387662132266
